pmid	annotator	subject_uri	subject_label	predicate	object_uri	object_label
28158162	expert_2	http://purl.obolibrary.org/obo/NCIT_C89715	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C0017178	DDF


34172092	expert_6	http://purl.obolibrary.org/obo/NCIT_C116921	DDF	target	http://purl.obolibrary.org/obo/NCIT_C45247	animal
34172092	expert_6	https://uts.nlm.nih.gov/uts/umls/concept/C0042313	drug	impact	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome
34172092	expert_6	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
34172092	expert_6	http://purl.obolibrary.org/obo/NCBITaxon_2013654	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C116921	DDF
34172092	expert_6	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C2986	DDF
34172092	expert_6	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C116921	DDF
34172092	expert_6	http://purl.obolibrary.org/obo/CHEBI_25212	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C94372	DDF
34172092	expert_6	http://purl.obolibrary.org/obo/NCBITaxon_2013654	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C94372	DDF
34172092	expert_6	http://purl.obolibrary.org/obo/CHEBI_25212	chemical	influence	https://uts.nlm.nih.gov/uts/umls/concept/C0234985	DDF


37845499	expert_3	http://purl.obolibrary.org/obo/NCIT_C34918	DDF	affect	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeuropsychiatricDisorders	DDF
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/OMIT_0002893	DDF
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	https://uts.nlm.nih.gov/uts/umls/concept/C0699819	anatomical location
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C12414	anatomical location
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C12407	anatomical location
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000001	microbiome	is linked to	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeuropsychiatricDisorders	DDF
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C12421	anatomical location
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C12470	anatomical location
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C34082	anatomical location
37845499	expert_3	http://purl.obolibrary.org/obo/NCIT_C2866	DDF	target	https://www.ncbi.nlm.nih.gov/mesh/68010361	human
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C12468	anatomical location
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeuropsychiatricDisorders	DDF
37845499	expert_3	http://purl.obolibrary.org/obo/NCBITaxon_2	bacteria	part of	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome
37845499	expert_3	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	https://uts.nlm.nih.gov/uts/umls/concept/C0027423	anatomical location


37371676	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C3137	DDF
37371676	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C1825592	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C35760	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/CHEBI_64645	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C35760	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C3138	DDF
37371676	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C1334122	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C2889	DDF
37371676	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C1334122	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C35760	DDF
37371676	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C4287543	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C2889	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C61277	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C2889	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C3201	DDF
37371676	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C1825592	chemical	influence	https://uts.nlm.nih.gov/uts/umls/concept/C4287543	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/CHEBI_64645	chemical	influence	https://uts.nlm.nih.gov/uts/umls/concept/C4287543	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C2884	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/CHEBI_35381	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C3137	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C2889	DDF
37371676	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C1825592	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C2889	DDF
37371676	expert_1	http://purl.obolibrary.org/obo/CHEBI_64645	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C2889	DDF
37371676	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C1334122	chemical	influence	https://uts.nlm.nih.gov/uts/umls/concept/C4287543	DDF


37574818	expert_2	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C27195	DDF
37574818	expert_2	http://purl.obolibrary.org/obo/NCIT_C12470	anatomical location	located in	https://www.ncbi.nlm.nih.gov/mesh/68010361	human
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	interact	http://purl.obolibrary.org/obo/NCIT_C616	chemical
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	influence	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/OleicAcidInducedAcne	DDF
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	interact	http://purl.obolibrary.org/obo/CHEBI_17855	chemical
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	change expression	https://uts.nlm.nih.gov/uts/umls/concept/C1420398	gene
37574818	expert_2	http://purl.obolibrary.org/obo/NCIT_C50742	DDF	target	http://purl.obolibrary.org/obo/NCIT_C45247	animal
37574818	expert_2	http://purl.obolibrary.org/obo/OMIT_0001590	DDF	target	https://www.ncbi.nlm.nih.gov/mesh/68010361	human
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	part of	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome
37574818	expert_2	http://purl.obolibrary.org/obo/OMIT_0001590	DDF	is a	http://purl.obolibrary.org/obo/NCIT_C3137	DDF
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	change expression	http://purl.obolibrary.org/obo/NCIT_C26564	gene
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	change expression	https://w3id.org/XXXX/ontology/gutbrain/resource/gene/SkinLipidMetabolismGene	gene
37574818	expert_2	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/GutMicrobialEcosystem	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C50742	DDF
37574818	expert_2	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
37574818	expert_2	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/GutMicrobialEcosystem	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C27195	DDF
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	change expression	https://uts.nlm.nih.gov/uts/umls/concept/C1538686	gene
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C27195	DDF
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	interact	http://purl.obolibrary.org/obo/NCIT_C80181	chemical
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	change expression	https://uts.nlm.nih.gov/uts/umls/concept/C0166417	gene
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C50742	DDF
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	interact	https://w3id.org/XXXX/ontology/gutbrain/resource/chemical/SerumHormone	chemical
37574818	expert_2	https://www.ncbi.nlm.nih.gov/mesh/D013210	bacteria	part of	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	interact	http://purl.obolibrary.org/obo/CHEBI_17347	chemical
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	interact	http://purl.obolibrary.org/obo/CHEBI_145810	chemical
37574818	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	interact	https://www.ncbi.nlm.nih.gov/mesh/D013210	bacteria
37574818	expert_2	http://purl.obolibrary.org/obo/CHEBI_17855	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal


37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	influence	http://purl.obolibrary.org/obo/NCIT_C53526	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/CHEBI_5262	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C80113	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C12662	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/CHEBI_15335	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C21521	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	influence	http://purl.obolibrary.org/obo/OMIT_0005457	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	https://uts.nlm.nih.gov/uts/umls/concept/C1420799	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C152359	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C24856	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C176595	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF
37571393	expert_2	https://uts.nlm.nih.gov/uts/umls/concept/C5394393	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	https://uts.nlm.nih.gov/uts/umls/concept/C1823437	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	influence	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeurodegenerativeDiseases	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C20674	DDF	target	https://uts.nlm.nih.gov/uts/umls/concept/C0086287	human
37571393	expert_2	http://purl.obolibrary.org/obo/CHEBI_69120	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCBITaxon_6754	DDF	is a	http://purl.obolibrary.org/obo/OMIT_0005457	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C87652	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C68466	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C182144	gene
37571393	expert_2	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C20578	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C401	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/CHEBI_67554	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	https://uts.nlm.nih.gov/uts/umls/concept/C0028723	dietary supplement	influence	http://purl.obolibrary.org/obo/NCIT_C53526	DDF
37571393	expert_2	https://uts.nlm.nih.gov/uts/umls/concept/C0059438	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/OMIT_0005457	DDF	affect	http://purl.obolibrary.org/obo/OMIT_0005457	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C53526	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C38126	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C401	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C21521	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C17467	DDF	affect	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C1424	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/OMIT_0005457	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF
37571393	expert_2	http://purl.obolibrary.org/obo/CHEBI_5181	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C1215	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C125468	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C28269	dietary supplement	change expression	http://purl.obolibrary.org/obo/NCIT_C17380	gene
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C20674	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF
37571393	expert_2	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeurodegenerativeDiseases	DDF	target	https://uts.nlm.nih.gov/uts/umls/concept/C1300203	human
37571393	expert_2	http://purl.obolibrary.org/obo/NCIT_C13295	DDF	affect	https://uts.nlm.nih.gov/uts/umls/concept/C1395088	DDF


37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C14217	chemical	influence	https://uts.nlm.nih.gov/uts/umls/concept/C4287543	DDF
37841274	expert_4	http://purl.obolibrary.org/obo/CHEBI_89634	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C12439	anatomical location
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C14217	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C3137	DDF
37841274	expert_4	http://purl.obolibrary.org/obo/CHEBI_89634	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C12372	anatomical location
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C14217	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C84826	DDF
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C14217	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C26915	DDF
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C3224	DDF	interact	http://purl.obolibrary.org/obo/CHEBI_89634	chemical
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C26915	DDF	interact	http://purl.obolibrary.org/obo/CHEBI_89634	chemical
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C14217	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C26845	DDF
37841274	expert_4	http://purl.obolibrary.org/obo/CHEBI_89634	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C13023	anatomical location
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C14217	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C17557	DDF
37841274	expert_4	http://purl.obolibrary.org/obo/NCIT_C14217	chemical	influence	http://purl.obolibrary.org/obo/NCIT_C2866	DDF
37841274	expert_4	http://purl.obolibrary.org/obo/CHEBI_89634	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C12404	anatomical location


37485660	expert_4	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	http://purl.obolibrary.org/obo/NCIT_C45247	animal
37485660	expert_4	http://purl.obolibrary.org/obo/NCBITaxon_193516	dietary supplement	influence	http://purl.obolibrary.org/obo/NCIT_C35041	DDF
37485660	expert_4	http://purl.obolibrary.org/obo/NCBITaxon_193516	dietary supplement	influence	http://purl.obolibrary.org/obo/OMIT_0005141	DDF
37485660	expert_4	http://purl.obolibrary.org/obo/NCBITaxon_193516	dietary supplement	influence	http://purl.obolibrary.org/obo/NCIT_C124639	DDF
37485660	expert_4	http://purl.obolibrary.org/obo/NCBITaxon_193516	dietary supplement	impact	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome




34098340	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	https://uts.nlm.nih.gov/uts/umls/concept/C0026591	animal
34098340	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	used by	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing	biomedical technique
34098340	expert_1	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	https://uts.nlm.nih.gov/uts/umls/concept/C0680063	animal


38350463	expert_4	http://purl.obolibrary.org/obo/CHEBI_228264	chemical	located in	http://purl.obolibrary.org/obo/NCIT_C12382	anatomical location


29352709	expert_7	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	https://www.ncbi.nlm.nih.gov/mesh/68010361	human
29352709	expert_7	https://www.ncbi.nlm.nih.gov/mesh/68010361	human	used by	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/PicrustAnalysis	biomedical technique
29352709	expert_7	https://uts.nlm.nih.gov/uts/umls/concept/C0009932	human	used by	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/PicrustAnalysis	biomedical technique
29352709	expert_7	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C3362	DDF
29352709	expert_7	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C3362	DDF
29352709	expert_7	http://purl.obolibrary.org/obo/NCIT_C3362	DDF	target	https://www.ncbi.nlm.nih.gov/mesh/68010361	human
29352709	expert_7	http://purl.obolibrary.org/obo/OHMI_0000463	microbiome	located in	https://uts.nlm.nih.gov/uts/umls/concept/C0009932	human
29352709	expert_7	https://www.ncbi.nlm.nih.gov/mesh/68010361	human	used by	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing	biomedical technique
29352709	expert_7	https://uts.nlm.nih.gov/uts/umls/concept/C0009932	human	used by	https://w3id.org/XXXX/ontology/gutbrain/resource/biomedicaltechnique/16sRrnaSequencing	biomedical technique


33511258	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C0525033	dietary supplement	influence	http://purl.obolibrary.org/obo/NCIT_C35041	DDF
33511258	expert_1	http://purl.obolibrary.org/obo/NCBITaxon_1578	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C26696	DDF
33511258	expert_1	http://purl.obolibrary.org/obo/NCBITaxon_1591090	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C35041	DDF
33511258	expert_1	http://purl.obolibrary.org/obo/OHMI_0000020	microbiome	located in	https://uts.nlm.nih.gov/uts/umls/concept/C0027361	human
33511258	expert_1	http://purl.obolibrary.org/obo/NCBITaxon_1407607	bacteria	part of	http://purl.obolibrary.org/obo/NCBITaxon_1861841	microbiome
33511258	expert_1	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C124639	DDF
33511258	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C0525033	dietary supplement	impact	http://purl.obolibrary.org/obo/NCBITaxon_841	bacteria
33511258	expert_1	http://purl.obolibrary.org/obo/NCBITaxon_1678	bacteria	part of	http://purl.obolibrary.org/obo/NCBITaxon_1861841	microbiome
33511258	expert_1	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome	microbiome	is linked to	http://purl.obolibrary.org/obo/NCIT_C26696	DDF
33511258	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C0525033	dietary supplement	influence	http://purl.obolibrary.org/obo/NCIT_C26696	DDF
33511258	expert_1	http://purl.obolibrary.org/obo/NCIT_C26696	DDF	target	https://www.ncbi.nlm.nih.gov/mesh/D000328	human
33511258	expert_1	https://uts.nlm.nih.gov/uts/umls/concept/C0525033	dietary supplement	impact	http://purl.obolibrary.org/obo/NCBITaxon_1678	bacteria
33511258	expert_1	http://purl.obolibrary.org/obo/NCIT_C35041	DDF	target	https://www.ncbi.nlm.nih.gov/mesh/D000328	human
33511258	expert_1	http://purl.obolibrary.org/obo/NCBITaxon_1578	bacteria	influence	http://purl.obolibrary.org/obo/NCIT_C35041	DDF
33511258	expert_1	http://purl.obolibrary.org/obo/NCBITaxon_853	bacteria	part of	http://purl.obolibrary.org/obo/NCBITaxon_1861841	microbiome
