pmid	annotator	start_idx	end_idx	location	text_span	label	uri
38283894	expert_5	166	178	title	meta-analysis	statistical technique	http://purl.obolibrary.org/obo/NCIT_C17886
38283894	expert_5	0	23	abstract	Autism spectrum disorder	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	26	28	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	135	137	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	363	365	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	412	425	abstract	trace elements	chemical	http://purl.obolibrary.org/obo/NCIT_C896
38283894	expert_5	459	466	abstract	children	human	https://uts.nlm.nih.gov/uts/umls/concept/C0680063
38283894	expert_5	473	496	abstract	autism spectrum disorder	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	499	501	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	508	523	abstract	control subjects	human	https://uts.nlm.nih.gov/uts/umls/concept/C0009932
38283894	expert_5	720	781	abstract	population, intervention, control, and outcome (PICO) approach	statistical technique	http://purl.obolibrary.org/obo/NCIT_C18949
38283894	expert_5	804	827	abstract	autism spectrum disorder	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	832	839	abstract	oxytocin	chemical	http://purl.obolibrary.org/obo/CHEBI_7872
38283894	expert_5	844	847	abstract	GABA	chemical	http://purl.obolibrary.org/obo/CHEBI_16865
38283894	expert_5	852	860	abstract	Serotonin	chemical	http://purl.obolibrary.org/obo/CHEBI_28790
38283894	expert_5	865	867	abstract	CRP	chemical	http://purl.obolibrary.org/obo/NCIT_C60651
38283894	expert_5	872	875	abstract	IL-6	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C1334122
38283894	expert_5	880	881	abstract	Fe	chemical	http://purl.obolibrary.org/obo/NCIT_C598
38283894	expert_5	886	887	abstract	Zn	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0043481
38283894	expert_5	892	893	abstract	Cu	chemical	http://purl.obolibrary.org/obo/CHEBI_30052
38283894	expert_5	902	915	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463
38283894	expert_5	948	1005	abstract	Joanna Briggs Institute (JBI) critical appraisal checklist	statistical technique	https://uts.nlm.nih.gov/uts/umls/concept/C0037589
38283894	expert_5	1053	1064	abstract	random model	statistical technique	http://purl.obolibrary.org/obo/STATO_0000099
38283894	expert_5	1141	1143	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	1153	1165	abstract	control group	human	https://uts.nlm.nih.gov/uts/umls/concept/C0009932
38283894	expert_5	1194	1207	abstract	trace elements	chemical	http://purl.obolibrary.org/obo/NCIT_C896
38283894	expert_5	1333	1345	abstract	meta-analysis	statistical technique	http://purl.obolibrary.org/obo/NCIT_C17886
38283894	expert_5	1380	1387	abstract	children	human	https://uts.nlm.nih.gov/uts/umls/concept/C0680063
38283894	expert_5	1394	1396	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	1432	1439	abstract	oxytocin	chemical	http://purl.obolibrary.org/obo/CHEBI_7872
38283894	expert_5	1522	1525	abstract	iron	chemical	http://purl.obolibrary.org/obo/NCIT_C598
38283894	expert_5	1570	1573	abstract	zinc	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0043481
38283894	expert_5	1646	1660	abstract	Bifidobacterium	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1678
38283894	expert_5	1711	1725	abstract	Parabacteroides	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D001439
38283894	expert_5	1787	1804	abstract	c-reactive protein	chemical	http://purl.obolibrary.org/obo/NCIT_C60651
38283894	expert_5	1807	1809	abstract	CRP	chemical	http://purl.obolibrary.org/obo/NCIT_C60651
38283894	expert_5	1851	1854	abstract	GABA	chemical	http://purl.obolibrary.org/obo/CHEBI_16865
38283894	expert_5	1928	1938	abstract	Bacteroides	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D001439
38283894	expert_5	1986	1996	abstract	Clostridium	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D003013
38283894	expert_5	2135	2154	abstract	sensitivity analyses	statistical technique	https://w3id.org/XXXX/ontology/gutbrain/resource/statisticaltechnique/SensitivityAnalysis
38283894	expert_5	2235	2242	abstract	Children	human	https://uts.nlm.nih.gov/uts/umls/concept/C0680063
38283894	expert_5	2249	2251	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	2289	2291	abstract	CRP	chemical	http://purl.obolibrary.org/obo/NCIT_C60651
38283894	expert_5	2297	2300	abstract	GABA	chemical	http://purl.obolibrary.org/obo/CHEBI_16865
38283894	expert_5	2319	2326	abstract	oxytocin	chemical	http://purl.obolibrary.org/obo/CHEBI_7872
38283894	expert_5	2329	2332	abstract	iron	chemical	http://purl.obolibrary.org/obo/NCIT_C598
38283894	expert_5	2339	2342	abstract	zinc	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0043481
38283894	expert_5	2376	2390	abstract	Bifidobacterium	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1678
38283894	expert_5	2403	2417	abstract	Parabacteroides	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D001439
38283894	expert_5	2460	2475	abstract	Faecalibacterium	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_216851
38283894	expert_5	2485	2495	abstract	Bacteroides	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D001439
38283894	expert_5	2509	2519	abstract	Clostridium	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D003013
38283894	expert_5	2544	2551	abstract	controls	human	https://uts.nlm.nih.gov/uts/umls/concept/C0009932
38283894	expert_5	2689	2691	abstract	ASD	DDF	http://purl.obolibrary.org/obo/OGMS_0000045
38283894	expert_5	2707	2759	abstract	large, sample-based, and randomized controlled trials	statistical technique	https://uts.nlm.nih.gov/uts/umls/concept/C1096777


36072680	expert_6	44	57	title	Gut Microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020
36072680	expert_6	89	112	title	Irritable Bowel Syndrome	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104
36072680	expert_6	0	23	abstract	Irritable bowel syndrome	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104
36072680	expert_6	26	28	abstract	IBS	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104
36072680	expert_6	36	71	abstract	functional gastrointestinal disorder	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0559031
36072680	expert_6	84	110	abstract	chronic debilitating issues	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0742986
36072680	expert_6	261	274	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463
36072680	expert_6	360	374	abstract	gastroenteritis	DDF	http://purl.obolibrary.org/obo/NCIT_C34632
36072680	expert_6	377	382	abstract	stress	DDF	http://purl.obolibrary.org/obo/NCIT_C35041
36072680	expert_6	535	537	abstract	IBS	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104
36072680	expert_6	621	634	abstract	gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020
36072680	expert_6	657	659	abstract	IBS	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104
36072680	expert_6	746	773	abstract	fermentable oligosaccharides	chemical	http://purl.obolibrary.org/obo/CHEBI_50699
36072680	expert_6	776	788	abstract	disaccharides	chemical	http://purl.obolibrary.org/obo/CHEBI_36233
36072680	expert_6	791	805	abstract	monosaccharides	chemical	http://purl.obolibrary.org/obo/CHEBI_35381
36072680	expert_6	812	818	abstract	polyols	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0071629
36072680	expert_6	905	912	abstract	psyllium	dietary supplement	http://purl.obolibrary.org/obo/NCIT_C29393
36072680	expert_6	915	928	abstract	peppermint oil	dietary supplement	http://purl.obolibrary.org/obo/NCIT_C84045
36072680	expert_6	936	967	abstract	probiotics/prebiotics/synbiotics	dietary supplement	https://uts.nlm.nih.gov/uts/umls/concept/C0525033
36072680	expert_6	1111	1118	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
36072680	expert_6	1125	1127	abstract	IBS	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104
36072680	expert_6	1198	1200	abstract	IBS	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104


37127945	expert_4	53	68	title	bipolar disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C34423
37127945	expert_4	99	112	title	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463
37127945	expert_4	0	15	abstract	Bipolar disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C34423
37127945	expert_4	18	19	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	27	39	abstract	mood disorder	DDF	http://purl.obolibrary.org/obo/NCIT_C92200
37127945	expert_4	92	109	abstract	diagnosed patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
37127945	expert_4	233	234	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	308	322	abstract	gut microbiotas	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463
37127945	expert_4	327	328	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	434	447	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463
37127945	expert_4	469	470	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	676	686	abstract	BD patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/BipolarPatients
37127945	expert_4	772	787	abstract	bipolar patients	human	https://w3id.org/XXXX/ontology/gutbrain/resource/human/BipolarPatients
37127945	expert_4	801	816	abstract	healthy controls	human	https://uts.nlm.nih.gov/uts/umls/concept/C0009932
37127945	expert_4	884	896	abstract	Lactobacillus	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_1578
37127945	expert_4	899	914	abstract	Faecalibacterium	bacteria	http://purl.obolibrary.org/obo/NCBITaxon_216851
37127945	expert_4	921	932	abstract	Ruminococcus	bacteria	https://www.ncbi.nlm.nih.gov/mesh/D045857
37127945	expert_4	947	948	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	962	969	abstract	controls	human	https://uts.nlm.nih.gov/uts/umls/concept/C0009932
37127945	expert_4	1089	1113	abstract	Probiotic supplementation	dietary supplement	https://uts.nlm.nih.gov/uts/umls/concept/C0525033
37127945	expert_4	1187	1205	abstract	depressive symptoms	DDF	http://purl.obolibrary.org/obo/OMIT_0005141
37127945	expert_4	1211	1231	abstract	cognitive impairments	DDF	http://purl.obolibrary.org/obo/NCIT_C116921
37127945	expert_4	1239	1246	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
37127945	expert_4	1253	1254	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	1335	1336	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	1346	1359	abstract	gut microbiota	microbiome	http://purl.obolibrary.org/obo/OHMI_0000463
37127945	expert_4	1362	1382	abstract	Probiotic supplements	dietary supplement	https://uts.nlm.nih.gov/uts/umls/concept/C0525033
37127945	expert_4	1483	1484	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	1659	1666	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361
37127945	expert_4	1673	1674	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352
37127945	expert_4	1875	1876	abstract	BD	DDF	http://purl.obolibrary.org/obo/NCIT_C120352


36411639	expert_4	16	29	title	gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020
36411639	expert_4	34	59	title	neurodegenerative diseases	DDF	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeurodegenerativeDiseases
36411639	expert_4	65	86	title	metagenomic approaches	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C5906995
36411639	expert_4	112	123	title	gut microbes	microbiome	http://purl.obolibrary.org/obo/OHMI_0000460
36411639	expert_4	114	125	abstract	Gut microbes	bacteria	http://purl.obolibrary.org/obo/OHMI_0000460
36411639	expert_4	150	174	abstract	gastrointestinal diseases	DDF	http://purl.obolibrary.org/obo/OMIT_0005457
36411639	expert_4	181	207	abstract	ulcer stomach and intestine	DDF	http://purl.obolibrary.org/obo/NCIT_C3426
36411639	expert_4	213	236	abstract	irritable bowel syndrome	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0022104
36411639	expert_4	263	271	abstract	human gut	anatomical location	https://uts.nlm.nih.gov/uts/umls/concept/C0699819
36411639	expert_4	317	339	abstract	neuroactive metabolites	chemical	http://purl.obolibrary.org/obo/CHEBI_25212
36411639	expert_4	349	365	abstract	neurotransmitters	chemical	http://purl.obolibrary.org/obo/NCIT_C687
36411639	expert_4	368	375	abstract	hormones	chemical	http://purl.obolibrary.org/obo/CHEBI_24621
36411639	expert_4	399	431	abstract	Gut microbial-derived metabolites	chemical	https://w3id.org/XXXX/ontology/gutbrain/resource/chemical/DerivedMetabolite
36411639	expert_4	464	484	abstract	neurological diseases	DDF	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeurodegenerativeDiseases
36411639	expert_4	494	512	abstract	Alzheimer's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C2866
36411639	expert_4	515	533	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
36411639	expert_4	573	584	abstract	gut microbes	bacteria	http://purl.obolibrary.org/obo/OHMI_0000460
36411639	expert_4	708	710	abstract	gut	anatomical location	https://uts.nlm.nih.gov/uts/umls/concept/C0699819
36411639	expert_4	716	720	abstract	brain	anatomical location	http://purl.obolibrary.org/obo/NCIT_C12439
36411639	expert_4	746	756	abstract	vagus nerve	anatomical location	https://uts.nlm.nih.gov/uts/umls/concept/C0042276
36411639	expert_4	820	845	abstract	gut microbiota composition	microbiome	https://w3id.org/XXXX/ontology/gutbrain/resource/microbiome/IntestinalMicrobiome
36411639	expert_4	922	933	abstract	Metagenomics	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C5906995
36411639	expert_4	1001	1012	abstract	gut microbes	bacteria	http://purl.obolibrary.org/obo/OHMI_0000460
36411639	expert_4	1018	1046	abstract	microbial-derived metabolites	chemical	https://w3id.org/XXXX/ontology/gutbrain/resource/chemical/DerivedMetabolite
36411639	expert_4	1127	1138	abstract	gut microbes	bacteria	http://purl.obolibrary.org/obo/OHMI_0000460
36411639	expert_4	1143	1168	abstract	neurodegenerative diseases	DDF	https://w3id.org/XXXX/ontology/gutbrain/resource/diseasedisorderorfinding/NeurodegenerativeDiseases
36411639	expert_4	1201	1228	abstract	major metagenomic approaches	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C5906995


32545788	expert_6	21	38	title	NLRP3 Inflammasome	chemical	http://purl.obolibrary.org/obo/CHEBI_3254
32545788	expert_6	0	11	abstract	Inflammation	DDF	http://purl.obolibrary.org/obo/NCIT_C3137
32545788	expert_6	92	101	abstract	dead cells	chemical	https://w3id.org/XXXX/ontology/gutbrain/resource/chemical/DeadCell
32545788	expert_6	104	112	abstract	irritants	chemical	https://uts.nlm.nih.gov/uts/umls/concept/C0022108
32545788	expert_6	117	125	abstract	pathogens	chemical	http://purl.obolibrary.org/obo/NCIT_C80324
32545788	expert_6	313	321	abstract	caspase-1	gene	http://purl.obolibrary.org/obo/NCIT_C20145
32545788	expert_6	399	420	abstract	inflammatory disorders	DDF	http://purl.obolibrary.org/obo/NCIT_C93210
32545788	expert_6	427	444	abstract	NLRP3 inflammasome	chemical	http://purl.obolibrary.org/obo/CHEBI_3254
32545788	expert_6	502	506	abstract	NLRP3	gene	http://purl.obolibrary.org/obo/NCIT_C77202
32545788	expert_6	533	550	abstract	nucleotide-binding	chemical	http://purl.obolibrary.org/obo/NCIT_C709
32545788	expert_6	556	592	abstract	oligomerization domain-like receptors	chemical	http://purl.obolibrary.org/obo/CHEBI_3254
32545788	expert_6	595	598	abstract	NLRs	chemical	http://purl.obolibrary.org/obo/CHEBI_3254
32545788	expert_6	688	705	abstract	NLRP3 inflammasome	chemical	http://purl.obolibrary.org/obo/CHEBI_3254
32545788	expert_6	943	963	abstract	metabolic pathologies	DDF	http://purl.obolibrary.org/obo/NCIT_C18189
32545788	expert_6	966	972	abstract	obesity	DDF	http://purl.obolibrary.org/obo/NCIT_C3283
32545788	expert_6	975	989	abstract	type 2 diabetes	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0011860
32545788	expert_6	992	1006	abstract	atherosclerosis	DDF	http://purl.obolibrary.org/obo/NCIT_C35768
32545788	expert_6	1010	1032	abstract	cardiovascular diseases	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0007222
32545788	expert_6	1035	1073	abstract	ischemic and non-ischemic heart disease	DDF	http://purl.obolibrary.org/obo/NCIT_C50625
32545788	expert_6	1077	1095	abstract	inflammatory issues	DDF	http://purl.obolibrary.org/obo/NCIT_C3137
32545788	expert_6	1098	1111	abstract	liver diseases	DDF	https://uts.nlm.nih.gov/uts/umls/concept/C0023895
32545788	expert_6	1114	1140	abstract	inflammatory bowel diseases	DDF	http://purl.obolibrary.org/obo/NCIT_C3138
32545788	expert_6	1143	1156	abstract	gut microbiome	microbiome	http://purl.obolibrary.org/obo/OHMI_0000020
32545788	expert_6	1159	1178	abstract	rheumatoid arthritis	DDF	http://purl.obolibrary.org/obo/NCIT_C2884
32545788	expert_6	1185	1204	abstract	neurologic disorders	DDF	http://purl.obolibrary.org/obo/NCIT_C25262
32545788	expert_6	1207	1225	abstract	Parkinson's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C26845
32545788	expert_6	1228	1246	abstract	Alzheimer's disease	DDF	http://purl.obolibrary.org/obo/NCIT_C2866
32545788	expert_6	1249	1266	abstract	multiple sclerosis	DDF	http://purl.obolibrary.org/obo/NCIT_C3243
32545788	expert_6	1269	1297	abstract	amyotrophic lateral sclerosis	DDF	http://purl.obolibrary.org/obo/NCIT_C34373
32545788	expert_6	1309	1330	abstract	neurological disorders	DDF	http://purl.obolibrary.org/obo/NCIT_C26835
32545788	expert_6	1620	1627	abstract	patients	human	https://www.ncbi.nlm.nih.gov/mesh/68010361


33664475	expert_2	0	37	title	Sialylated human milk oligosaccharides	dietary supplement	https://uts.nlm.nih.gov/uts/umls/concept/C0026140
33664475	expert_2	0	9	abstract	Breastmilk	food	https://uts.nlm.nih.gov/uts/umls/concept/C1556060
33664475	expert_2	93	130	abstract	sialylated human milk oligosaccharides	dietary supplement	https://uts.nlm.nih.gov/uts/umls/concept/C0026140
33664475	expert_2	133	136	abstract	HMOs	dietary supplement	http://purl.obolibrary.org/obo/NCIT_C188111
33664475	expert_2	354	367	abstract	sialylated HMO	dietary supplement	http://purl.obolibrary.org/obo/NCIT_C188111
33664475	expert_2	372	375	abstract	mice	animal	http://purl.obolibrary.org/obo/NCIT_C45247
33664475	expert_2	511	533	abstract	sialyl(alpha2,6)lactose	chemical	https://w3id.org/XXXX/ontology/gutbrain/resource/chemical/SialylAlpha26Lactose
33664475	expert_2	536	539	abstract	6'SL	chemical	https://w3id.org/XXXX/ontology/gutbrain/resource/chemical/SialylAlpha26Lactose
33664475	expert_2	569	579	abstract	sialic acid	chemical	http://purl.obolibrary.org/obo/CHEBI_26667
33664475	expert_2	582	587	abstract	Neu5Ac	chemical	http://purl.obolibrary.org/obo/CHEBI_62078
33664475	expert_2	597	615	abstract	lactating offspring	animal	https://uts.nlm.nih.gov/uts/umls/concept/C0680063
33664475	expert_2	618	623	abstract	Neu5Ac	chemical	http://purl.obolibrary.org/obo/CHEBI_62078
33664475	expert_2	707	725	abstract	lactating offspring	animal	https://uts.nlm.nih.gov/uts/umls/concept/C0680063
33664475	expert_2	730	733	abstract	6'SL	chemical	https://w3id.org/XXXX/ontology/gutbrain/resource/chemical/SialylAlpha26Lactose
33664475	expert_2	754	780	abstract	newborn wild-type (WT) pups	animal	https://uts.nlm.nih.gov/uts/umls/concept/C0680063
33664475	expert_2	785	791	abstract	KO dams	animal	https://w3id.org/XXXX/ontology/gutbrain/resource/animal/MouseMother
33664475	expert_2	808	826	abstract	6'SL-deficient milk	food	https://uts.nlm.nih.gov/uts/umls/concept/C0026140
33664475	expert_2	1057	1075	abstract	plasma metabolomics	biomedical technique	https://uts.nlm.nih.gov/uts/umls/concept/C1519305
